State,Data Element,Date,Value,Frequency,Region,Description
Alabama,Consumer Price Index,2018-01-01,4.5,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-02-01,4.3,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-03-01,4.1,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-04-01,3.5,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-05-01,3.5,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-06-01,4.6,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-07-01,4.2,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-08-01,4.1,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-09-01,3.7,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-10-01,3.7,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-11-01,3.3,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2018-12-01,3.5,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-01-01,4.3,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-02-01,3.8,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-03-01,3.5,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-04-01,2.7,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-05-01,2.6,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-06-01,3.3,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-07-01,3.2,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-08-01,3.0,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-09-01,2.6,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-10-01,2.6,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-11-01,2.4,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2019-12-01,2.4,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-01-01,3.1,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-02-01,2.8,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-03-01,2.8,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-04-01,12.7,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-05-01,7.6,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-06-01,8.0,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-07-01,7.9,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-08-01,7.3,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-09-01,6.8,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-10-01,4.3,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-11-01,3.8,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2020-12-01,3.5,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-01-01,4.0,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-02-01,3.7,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-03-01,3.4,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-04-01,2.9,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-05-01,2.9,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-06-01,3.7,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-07-01,3.4,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-08-01,3.4,Monthly,East South Central,Consumer Price Index
Alabama,Consumer Price Index,2021-09-01,3.0,Monthly,East South Central,Consumer Price Index
Alaska,Consumer Price Index,2018-01-01,7.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-02-01,7.0,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-03-01,6.6,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-04-01,6.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-05-01,5.7,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-06-01,6.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-07-01,5.3,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-08-01,5.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-09-01,5.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-10-01,5.3,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-11-01,5.6,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2018-12-01,6.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-01-01,6.8,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-02-01,6.3,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-03-01,6.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-04-01,5.4,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-05-01,5.3,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-06-01,5.6,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-07-01,5.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-08-01,4.8,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-09-01,4.6,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-10-01,4.7,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-11-01,5.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2019-12-01,5.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-01-01,5.4,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-02-01,5.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-03-01,6.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-04-01,12.4,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-05-01,12.0,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-06-01,11.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-07-01,10.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-08-01,6.2,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-09-01,6.5,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-10-01,5.9,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-11-01,6.3,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2020-12-01,6.6,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-01-01,6.9,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-02-01,7.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-03-01,7.4,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-04-01,7.0,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-05-01,6.4,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-06-01,6.5,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-07-01,5.9,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-08-01,5.1,Monthly,Pacific,Consumer Price Index
Alaska,Consumer Price Index,2021-09-01,5.3,Monthly,Pacific,Consumer Price Index
Arizona,Consumer Price Index,2018-01-01,5.0,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-02-01,4.8,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-03-01,4.6,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-04-01,4.5,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-05-01,4.3,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-06-01,5.1,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-07-01,5.1,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-08-01,5.2,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-09-01,4.8,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-10-01,4.8,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-11-01,4.6,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2018-12-01,4.9,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-01-01,5.4,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-02-01,4.8,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-03-01,4.9,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-04-01,4.6,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-05-01,4.7,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-06-01,5.2,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-07-01,5.3,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-08-01,5.2,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-09-01,4.6,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-10-01,4.6,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-11-01,4.5,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2019-12-01,4.5,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-01-01,4.8,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-02-01,4.5,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-03-01,5.2,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-04-01,14.2,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-05-01,10.7,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-06-01,10.8,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-07-01,10.9,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-08-01,7.1,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-09-01,7.0,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-10-01,6.4,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-11-01,6.4,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2020-12-01,6.7,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-01-01,6.9,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-02-01,7.1,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-03-01,6.4,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-04-01,6.5,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-05-01,6.7,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-06-01,7.3,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-07-01,6.4,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-08-01,5.3,Monthly,Mountain,Consumer Price Index
Arizona,Consumer Price Index,2021-09-01,4.3,Monthly,Mountain,Consumer Price Index
Arkansas,Consumer Price Index,2018-01-01,4.4,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-02-01,4.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-03-01,3.8,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-04-01,3.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-05-01,3.4,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-06-01,3.9,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-07-01,3.9,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-08-01,3.6,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-09-01,3.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-10-01,3.1,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-11-01,3.1,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2018-12-01,3.5,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-01-01,4.4,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-02-01,4.1,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-03-01,3.5,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-04-01,2.9,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-05-01,3.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-06-01,3.7,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-07-01,4.1,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-08-01,3.6,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-09-01,3.2,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-10-01,3.0,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-11-01,3.1,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2019-12-01,3.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-01-01,4.2,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-02-01,4.0,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-03-01,4.2,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-04-01,9.7,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-05-01,8.7,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-06-01,7.9,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-07-01,7.5,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-08-01,6.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-09-01,5.8,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-10-01,4.8,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-11-01,4.8,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2020-12-01,4.7,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-01-01,5.1,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-02-01,5.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-03-01,4.8,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-04-01,4.3,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-05-01,4.5,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-06-01,5.0,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-07-01,4.6,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-08-01,3.8,Monthly,West South Central,Consumer Price Index
Arkansas,Consumer Price Index,2021-09-01,3.2,Monthly,West South Central,Consumer Price Index
California,Consumer Price Index,2018-01-01,4.8,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-02-01,4.7,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-03-01,4.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-04-01,4.1,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-05-01,3.7,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-06-01,4.4,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-07-01,4.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-08-01,4.4,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-09-01,3.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-10-01,4.0,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-11-01,4.0,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2018-12-01,4.2,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-01-01,4.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-02-01,4.4,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-03-01,4.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-04-01,3.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-05-01,3.7,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-06-01,4.2,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-07-01,4.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-08-01,4.3,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-09-01,3.7,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-10-01,3.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-11-01,3.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2019-12-01,3.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-01-01,4.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-02-01,4.3,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-03-01,5.1,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-04-01,16.0,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-05-01,15.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-06-01,14.1,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-07-01,13.6,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-08-01,12.3,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-09-01,10.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-10-01,9.3,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-11-01,8.3,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2020-12-01,9.1,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-01-01,9.2,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-02-01,8.4,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-03-01,8.2,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-04-01,8.1,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-05-01,7.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-06-01,8.0,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-07-01,7.9,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-08-01,7.5,Monthly,Pacific,Consumer Price Index
California,Consumer Price Index,2021-09-01,6.4,Monthly,Pacific,Consumer Price Index
Colorado,Consumer Price Index,2018-01-01,3.1,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-02-01,3.3,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-03-01,3.0,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-04-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-05-01,2.7,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-06-01,3.3,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-07-01,3.2,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-08-01,3.2,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-09-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-10-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-11-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2018-12-01,3.0,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-01-01,3.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-02-01,3.1,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-03-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-04-01,2.6,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-05-01,2.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-06-01,2.8,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-07-01,2.6,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-08-01,2.6,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-09-01,2.3,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-10-01,2.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-11-01,2.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2019-12-01,2.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-01-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-02-01,2.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-03-01,5.0,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-04-01,12.2,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-05-01,11.7,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-06-01,11.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-07-01,7.5,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-08-01,7.0,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-09-01,6.8,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-10-01,6.6,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-11-01,6.7,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2020-12-01,6.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-01-01,6.9,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-02-01,6.7,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-03-01,6.5,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-04-01,6.3,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-05-01,5.8,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-06-01,6.3,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-07-01,6.0,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-08-01,5.4,Monthly,Mountain,Consumer Price Index
Colorado,Consumer Price Index,2021-09-01,4.7,Monthly,Mountain,Consumer Price Index
Connecticut,Consumer Price Index,2018-01-01,4.8,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-02-01,4.7,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-03-01,4.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-04-01,3.8,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-05-01,3.8,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-06-01,4.2,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-07-01,4.1,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-08-01,4.0,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-09-01,3.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-10-01,3.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-11-01,3.0,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2018-12-01,3.2,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-01-01,4.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-02-01,4.1,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-03-01,3.9,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-04-01,3.2,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-05-01,3.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-06-01,3.7,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-07-01,3.8,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-08-01,3.7,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-09-01,3.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-10-01,3.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-11-01,3.0,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2019-12-01,3.0,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-01-01,4.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-02-01,4.0,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-03-01,4.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-04-01,8.4,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-05-01,11.6,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-06-01,11.4,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-07-01,11.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-08-01,8.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-09-01,8.2,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-10-01,7.7,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-11-01,7.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2020-12-01,7.7,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-01-01,8.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-02-01,8.3,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-03-01,8.2,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-04-01,7.5,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-05-01,6.8,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-06-01,6.8,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-07-01,6.9,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-08-01,6.1,Monthly,New England,Consumer Price Index
Connecticut,Consumer Price Index,2021-09-01,5.4,Monthly,New England,Consumer Price Index
Delaware,Consumer Price Index,2018-01-01,4.6,Monthly,South Atlantic,Consumer Price Index
Delaware,Consumer Price Index,2018-02-01,4.4,Monthly,South Atlantic,Consumer Price Index
Delaware,Consumer Price Index,2018-03-01,4.1,Monthly,South Atlantic,Consumer Price Index
Delaware,Consumer Price Index,2018-04-01,3.6,Monthly,South Atlantic,Consumer Price Index
Delaware,Consumer Price Index,2018-05-01,3.3,Monthly,South Atlantic,Consumer Price Index
